URL,Title,Author,Number of Ratings,Number of Reviews,Average Ratings,Number of Pages,Published Year,Series,Genres,Awards,Places
"https://www.goodreads.com/book/show/41379.As_Nature_Made_Him""",As Nature Made Him: The Boy Who Was Raised as a Girl,Khaled Hosseini,6566,740.0,4.0,289.0,2001,0.0,"['Nonfiction', 'Biography', 'Psychology']",[],
"https://www.goodreads.com/book/show/15858.Mirror_Mirror""",Mirror Mirror,Suzanne Collins,29909,1676.0,3.0,280.0,2004,0.0,"['Fantasy', 'Fiction', 'Fairy Tales']",[],"[['Italy'], [''], ['Other Editions (23)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/261122.The_Dead_Girls_Dance""","The Dead Girls' Dance (The Morganville Vampires, #2)",Stephenie Meyer,56001,1984.0,4.0,248.0,2007,1.0,"['Vampires', 'Young Adult', 'Paranormal']",[],"[['Morganville, Texas', '(United States)'], [''], ['Other Editions (51)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/18045891-sharp-objects""",Sharp Objects,Sara Gruen,735133,46930.0,4.0,254.0,2006,0.0,"['Mystery', 'Fiction', 'Thriller']","['Barry Award Nominee for Best First Novel (2007)', 'CWA New Blood Dagger (2007)', 'Edgar Award Nominee for Best First Novel (2007)', 'CWA Ian Fleming Steel Dagger (2007)']","[['Wind Gap, Missouri', '(United States)'], ['Chicago, Illinois', '(United States)'], ['Missouri', '(United States)']]"
"https://www.goodreads.com/book/show/3755250-the-kindly-ones""",The Kindly Ones,Stieg Larsson,11551,1156.0,4.0,984.0,2009,0.0,"['Fiction', 'Historical Fiction', 'War']","['Prix Goncourt (2006)', 'Independent Foreign Fiction Prize Nominee for Longlist (2010)', ""Grand Prix du Roman de l'Académie française (2006)"", 'Bad Sex in Fiction Award (2009)', 'The Athens Prize for Literature - Περιοδικό (δέ)κατα (2009)', 'French-American Foundation Translation Prize Nominee for Fiction (2009)', 'Национална награда „Христо Г. Данов“ for Преводна художествена литература (2010)']","[['Ukraine', 'Stalingrad, USSR', 'Berlin', '(Germany)'], ['…more\nKiev', '(Ukraine)'], ['Lutsk', '(Ukraine)'], ['Zhytomyr', '(Ukraine)'], ['Kharkiv', '(Ukraine)'], ['Yalta', '(Ukraine)'], ['Pyatigorsk', '(Russian Federation)'], ['Voroshilovsk', '(Russian Federation)'], ['Usedom', '(Germany)'], ['Paris', '(France)'], ['Lublin', '(Poland)'], ['Oświęcim (Auschwitz)', '(Poland)'], ['Auschwitz', '(Poland)'], ['Budapest', '(Hungary)'], ['…less']]"
"https://www.goodreads.com/book/show/944073.The_Blade_Itself""","The Blade Itself (The First Law, #1)",Yann Martel,177122,9618.0,4.0,515.0,2007,1.0,"['Fantasy', 'Fiction', 'Epic Fantasy']","['Locus Award Nominee for Best First Novel (2007)', 'Compton Crook Award Nominee (2008)', 'Tähtifantasia Award Nominee (2010)']",
"https://www.goodreads.com/book/show/22288.Haunted""",Haunted,Dan Brown,100541,4438.0,4.0,419.0,2006,0.0,"['Fiction', 'Horror', 'Short Stories']",[],"[['United States of America'], [''], ['Other Editions (68)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/3575676-night-world-no-3""","Night World, No. 3 (Night World, #7-9)",Alice Sebold,63846,839.0,4.0,732.0,2009,1.0,"['Young Adult', 'Vampires', 'Fantasy']",[],"[['United States of America'], [''], ['Other Editions (11)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/28250.The_Novice""","The Novice (Black Magician Trilogy, #2)",Cormac McCarthy,55538,1431.0,4.0,577.0,2004,1.0,"['Fantasy', 'Young Adult', 'Magic']",[],"[['Kyralia'], [''], ['Other Editions (77)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/2924318-home""",Home,Mark Haddon,21995,3372.0,4.0,325.0,2008,1.0,"['Fiction', 'Historical Fiction', 'Novels']","['Orange Prize for Fiction (2009)', 'Los Angeles Times Book Prize for Fiction (2008)', 'National Book Critics Circle Award Nominee for Fiction (2008)', 'National Book Award Finalist for Fiction (2008)', 'International Dublin Literary Award Nominee for Shortlist (2010)']","[['Gilead, Iowa', '(United States)']]"
"https://www.goodreads.com/book/show/13891.Winter_s_Heart""","Winter's Heart (The Wheel of Time, #9)",Sue Monk Kidd,109782,2235.0,4.0,780.0,2002,1.0,"['Fantasy', 'Fiction', 'Epic Fantasy']",[],
"https://www.goodreads.com/book/show/6613956-the-solitude-of-prime-numbers""",The Solitude of Prime Numbers,Jeffrey Eugenides,53214,4413.0,4.0,271.0,2010,0.0,"['Fiction', 'Contemporary', 'Italian Literature']","['Premio Strega (2008)', 'Premio Campiello for Opera Prima (2008)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2010)', ""Premio Alassio Centolibri - Un autore per l'Europa (2008)"", 'LovelyBooks Leserpreis for Bester Buchtitel (2009)']","[['Turin', '(Italy)']]"
"https://www.goodreads.com/book/show/6402364-superfreakonomics""","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",J.K. Rowling,123943,4593.0,4.0,270.0,2009,1.0,"['Nonfiction', 'Economics', 'Business']",[],
"https://www.goodreads.com/book/show/6457081-remarkable-creatures""",Remarkable Creatures,Jodi Picoult,44998,4814.0,4.0,352.0,2009,0.0,"['Historical Fiction', 'Fiction', 'Historical']",[],"[['Lyme Regis, England,\n1820', '(United Kingdom)'], ['England', '(United Kingdom)'], ['Yorkshire, England'], [''], ['Other Editions (68)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/15195.The_Complete_Maus""",The Complete Maus,Rick Riordan,150330,8519.0,4.0,296.0,2003,1.0,"['Graphic Novels', 'Comics', 'Nonfiction']","['Pulitzer Prize for Special Citation (1992)', 'American Book Award (1992)']","[['Sosnowiec', '(Poland)'], ['Auschwitz', '(Poland)']]"
"https://www.goodreads.com/book/show/84351.The_Secret_History_of_the_Pink_Carnation""","The Secret History of the Pink Carnation (Pink Carnation, #1)",Jeannette Walls,21953,2261.0,4.0,428.0,2006,1.0,"['Historical Fiction', 'Romance', 'Mystery']",[],"[['London, England,\n1803', '(United Kingdom)'], ['Paris,\n1803', '(France)'], [''], ['Other Editions (37)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/544257.Midnight_Alley""","Midnight Alley (The Morganville Vampires, #3)",Stephenie Meyer,58776,1524.0,4.0,245.0,2007,1.0,"['Vampires', 'Young Adult', 'Paranormal']",[],"[['Morganville, Texas', '(United States)'], [''], ['Other Editions (47)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/6526.Book_of_the_Dead""","Book of the Dead (Kay Scarpetta, #15)",Ian McEwan,29632,1592.0,4.0,511.0,2007,1.0,"['Mystery', 'Fiction', 'Crime']",['Galaxy British Book Awards for Crime Thriller of the Year Award (0)'],"[['Charleston, South Carolina', '(United States)']]"
"https://www.goodreads.com/book/show/3934321-nightfall""","Nightfall (The Vampire Diaries: The Return, #1)",Stephenie Meyer,48234,1749.0,4.0,586.0,2009,1.0,"['Vampires', 'Young Adult', 'Fantasy']",[],
"https://www.goodreads.com/book/show/34498.The_Truth""",The Truth,Carlos Ruiz Zafón,51427,958.0,4.0,336.0,2002,1.0,"['Fantasy', 'Fiction', 'Humor']",[],"[['Discworld', 'Ankh-Morpork'], [''], ['Other Editions (4)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/9833.Blind_Willow_Sleeping_Woman""","Blind Willow, Sleeping Woman",Dan Brown,32265,2223.0,4.0,333.0,2006,0.0,"['Short Stories', 'Fiction', 'Japan']","[""Frank O'Connor International Short Story Award (2006)"", 'Kiriyama Prize for Fiction (2007)']","[['Japan', 'South Pole', '(Antarctica)'], ['Singapore', '…more\nHawaii', '(United States)'], ['…less']]"
"https://www.goodreads.com/book/show/7822895-the-millennium-trilogy""","The Millennium Trilogy (Millennium Trilogy, #1-3)",Neil Gaiman,50322,1834.0,4.0,1531.0,2010,0.0,"['Fiction', 'Mystery', 'Thriller']",[],"[['Stockholm', '(Sweden)'], [''], ['Other Editions (49)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/50695.Everyman""",Everyman,Stephenie Meyer,17113,1726.0,4.0,182.0,2007,0.0,"['Fiction', 'Literature', 'American']","['PEN/Faulkner Award for Fiction (2007)', 'Metų verstinė knyga Nominee (2019)']","[['New Jersey', '(United States)']]"
"https://www.goodreads.com/book/show/38619.Magic_Bites""","Magic Bites (Kate Daniels, #1)",Stephenie Meyer,112054,7188.0,4.0,261.0,2007,1.0,"['Urban Fantasy', 'Fantasy', 'Paranormal']",['DABWAHA Romance Tournament for Best Novel with Romantic Elements/Crossover (2008)'],"[['Atlanta, Georgia,\n2040', '(United States)']]"
"https://www.goodreads.com/book/show/3570231-at-grave-s-end""","At Grave's End (Night Huntress, #3)",Cassandra Clare,84129,2795.0,4.0,342.0,2009,1.0,"['Vampires', 'Paranormal', 'Urban Fantasy']",[],"[['Richmond, Virginia', '(United States)'], ['British Columbia', '(Canada)'], ['Tennessee', '(United States)'], ['…more\nSouth Dakota', '(United States)'], ['…less'], ['Other Editions (39)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/2985500-night-world-no-2""","Night World, No. 2 (Night World, #4-6)",Stieg Larsson,57234,1050.0,4.0,662.0,2008,1.0,"['Young Adult', 'Vampires', 'Paranormal']",[],
"https://www.goodreads.com/book/show/5152478-wintergirls""",Wintergirls,Mitch Albom,111069,9161.0,4.0,278.0,2009,0.0,"['Young Adult', 'Contemporary', 'Fiction']","[""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Novel (2009)"", 'Rhode Island Teen Book Award Nominee (2011)', 'Milwaukee County Teen Book Award (2010)', 'Michigan Library Association Thumbs Up! Award Nominee (2010)', 'Iowa High School Book Award Nominee (2011)', 'Lincoln Award Nominee (2014)', 'CYBILS Award Nominee for Young Adult Fiction (2009)', 'Literaturpreis der Jury der jungen Leser for Cover (2011)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2009)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2010)']","[['New Hampshire', '(United States)']]"
"https://www.goodreads.com/book/show/267869.Silent_in_the_Grave""","Silent in the Grave (Lady Julia Grey, #1)",Jonathan Safran Foer,22148,2340.0,4.0,509.0,2007,1.0,"['Mystery', 'Historical Fiction', 'Historical']","['RITA Award by Romance Writers of America for Best Novel with Strong Romantic Elements & Nominee for First Book (2008)', 'Dilys Award Nominee (2008)', 'Agatha Award Nominee for Best First Novel (2007)']","[['London, England,\n1886', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/15975.Blonde""",Blonde,John Green,10052,991.0,,1110.0,2002,0.0,"['Fiction', 'Historical Fiction', 'Historical']","['Pulitzer Prize Nominee for Fiction (2001)', 'National Book Award Finalist for Fiction (2000)']",
"https://www.goodreads.com/book/show/59263.The_Golem_s_Eye""","The Golem's Eye (Bartimaeus, #2)",Kazuo Ishiguro,89943,2081.0,4.0,562.0,2006,1.0,"['Fantasy', 'Young Adult', 'Fiction']","[""Mythopoeic Fantasy Award for Children's Literature (2006)""]",[['United Kingdom']]
"https://www.goodreads.com/book/show/22121.Imperial_Life_in_the_Emerald_City""",Imperial Life in the Emerald City: Inside Iraq's Green Zone,Mary Ann Shaffer,5784,623.0,4.0,320.0,2006,0.0,"['History', 'Nonfiction', 'Politics']","['Guardian First Book Award Nominee (2007)', 'Ridenhour Book Prize (2007)', 'Samuel Johnson Prize for Non-Fiction (2007)', 'Cornelius Ryan Award (2006)', 'National Book Award Finalist for Nonfiction (2006)']",
"https://www.goodreads.com/book/show/36086.The_Ghost_Map""","The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Elizabeth Gilbert,45749,4028.0,4.0,299.0,2006,0.0,"['History', 'Nonfiction', 'Science']",[],
"https://www.goodreads.com/book/show/9542.Cast_in_Shadow""","Cast in Shadow (Chronicles of Elantra, #1)",Patrick Rothfuss,16342,1032.0,4.0,507.0,2005,1.0,"['Fantasy', 'Urban Fantasy', 'Magic']",[],
"https://www.goodreads.com/book/show/6858.Hot_Six""","Hot Six (Stephanie Plum, #6)",Diane Setterfield,120790,2470.0,4.0,336.0,2001,1.0,"['Mystery', 'Fiction', 'Humor']","['Dilys Award Nominee (2001)', 'Puddly Award for Mystery (2001)']","[['Trenton, New Jersey', '(United States)']]"
"https://www.goodreads.com/book/show/7661.Next""",Next,Ann Patchett,69628,3211.0,4.0,431.0,2006,0.0,"['Fiction', 'Science Fiction', 'Thriller']",[],
"https://www.goodreads.com/book/show/101334.Remainder""",Remainder,Michael Chabon,6657,889.0,4.0,308.0,2007,0.0,"['Fiction', 'Novels', 'Literature']",['Believer Book Award (2007)'],
"https://www.goodreads.com/book/show/6262365-tempted""","Tempted (House of Night, #6)",Erik Larson,156798,3430.0,4.0,319.0,2009,1.0,"['Young Adult', 'Vampires', 'Fantasy']","[""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2009)""]","[['United States of America', 'Tulsa, Oklahoma', '(United States)']]"
"https://www.goodreads.com/book/show/30072.The_Brief_History_of_the_Dead""",The Brief History of the Dead,Philippa Gregory,11236,1852.0,4.0,252.0,2007,0.0,"['Fiction', 'Fantasy', 'Science Fiction']","['Locus Award Nominee for Best Fantasy Novel (2007)', 'New York Public Library Young Lions Fiction Award Nominee (2007)', 'Borders Original Voices Award for Fiction (2006)', 'Booker Worthen Literary Prize (2007)']",[['Antarctica']]
"https://www.goodreads.com/book/show/4303567-angelica-and-francesca""",Angelica And Francesca,Christopher Paolini,356,5.0,4.0,52.0,2005,0.0,"['Fiction', 'Plays', 'Contemporary']",[],
"https://www.goodreads.com/book/show/142900.The_Master_Butchers_Singing_Club""",The Master Butchers Singing Club,David Sedaris,22419,1862.0,4.0,416.0,2016,0.0,"['Fiction', 'Historical Fiction', 'Historical']",[],"[['North Dakota', '(United States)'], [''], ['Other Editions (38)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/241936.The_Last_Detective""","The Last Detective (Elvis Cole, #9)",George R.R. Martin,17078,566.0,4.0,352.0,2004,1.0,"['Mystery', 'Fiction', 'Crime']",[],
"https://www.goodreads.com/book/show/544891.Beastly""","Beastly (Beastly, #1; Kendra Chronicles, #1)",Lisa See,173104,9081.0,4.0,304.0,2007,1.0,"['Young Adult', 'Fantasy', 'Romance']","['California Young Readers Medal Nominee for Young Adult (2012)', 'Lincoln Award Nominee (2012)', 'Missouri Gateway Readers Award Nominee (2010)']","[['New York State', '(United States)'], ['New York City, New York', '(United States)']]"
"https://www.goodreads.com/book/show/13888.Knife_of_Dreams""","Knife of Dreams (The Wheel of Time, #11)",Elizabeth Kostova,106987,2281.0,4.0,860.0,2006,1.0,"['Fantasy', 'Fiction', 'Epic Fantasy']",['Locus Award Nominee for Best Fantasy Novel (2006)'],
"https://www.goodreads.com/book/show/3973.Ilium""","Ilium (Ilium, #1)",Stieg Larsson,27234,1172.0,4.0,731.0,2005,1.0,"['Science Fiction', 'Fantasy', 'Fiction']","['Hugo Award Nominee for Best Novel (2004)', 'Locus Award for Best Science Fiction Novel (2004)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2005)']",
"https://www.goodreads.com/book/show/828387.A_Short_History_of_Tractors_in_Ukrainian""",A Short History of Tractors in Ukrainian,David Mitchell,27910,2805.0,3.0,326.0,2006,0.0,"['Fiction', 'Contemporary', 'Humor']","['Booker Prize Nominee for Longlist (2005)', 'Orange Prize Nominee for Fiction Shortlist (2005)', 'Bollinger Everyman Wodehouse Prize for Comic Fiction (2005)', 'Saga Award (2005)']",
"https://www.goodreads.com/book/show/6597651-the-windup-girl""",The Windup Girl,Scott Westerfeld,69236,6505.0,4.0,359.0,2009,1.0,"['Science Fiction', 'Fiction', 'Dystopia']","['Hugo Award for Best Novel (2010)', 'Nebula Award for Best Novel (2009)', 'Locus Award for Best First Novel (2010)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012)', 'British Science Fiction Association Award Nominee for Novel (2010)', 'John W. Campbell Memorial Award for Best Science Fiction Novel (2010)', 'Compton Crook Award (2010)', ""Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013)"", 'Premio Ignotus for Mejor novela extranjera (2012)', 'Prix Bob Morane for roman traduit (2013)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2011)', 'Goodreads Choice Award Nominee for Science Fiction (2009)', 'Prix Une autre Terre (2013)']","[['Bangkok', '(Thailand)']]"
"https://www.goodreads.com/book/show/28251.The_High_Lord""","The High Lord (Black Magician Trilogy, #3)",Richelle Mead,55261,1630.0,4.0,644.0,2004,1.0,"['Fantasy', 'Young Adult', 'Magic']",['Ditmar Award Nominee for Best Novel (2004)'],[['Kyralia']]
"https://www.goodreads.com/book/show/96063.The_Speed_of_Dark""",The Speed of Dark,Neil Gaiman,10080,1220.0,,369.0,2005,0.0,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']","['Nebula Award for Best Novel (2003)', 'Arthur C. Clarke Award Nominee (2003)']",
"https://www.goodreads.com/book/show/128754.Deadly_Decisions""","Deadly Decisions (Temperance Brennan, #3)",Neil Gaiman,32736,1097.0,4.0,368.0,2001,1.0,"['Mystery', 'Crime', 'Fiction']",[],"[['Quebec (Québec)', '(Canada)'], ['Montreal, Quebec (Montréal, Québec)', '(Canada)'], ['Shallotte', '(United States)'], [''], ['Other Editions (95)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/213647.The_Warrior_Heir""","The Warrior Heir (The Heir Chronicles, #1)",Susanna Clarke,49026,3274.0,4.0,426.0,2007,1.0,"['Fantasy', 'Young Adult', 'Magic']",['South Carolina Book Award Nominee for Young Adult Book Award (2009)'],"[['Trinity, Ohio', '(United States)'], ['London, England', '(United Kingdom)'], ['Cumbria, England']]"
"https://www.goodreads.com/book/show/129511.Taking_Charge_of_Your_Fertility""","Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",Steven D. Levitt,9343,1222.0,4.0,512.0,2006,0.0,"['Nonfiction', 'Health', 'Parenting']",[],
"https://www.goodreads.com/book/show/998133.The_Gathering""",The Gathering,Jodi Picoult,20495,3115.0,3.0,261.0,2007,0.0,"['Fiction', 'Ireland', 'Irish Literature']","['Booker Prize (2007)', 'Orange Prize Nominee for Fiction Longlist (2008)', 'Bord Gáis Energy Irish Book Award for Hughes & Hughes Irish Novel of the Year (2008)', 'Kerry Group Irish Fiction Award (2008)', 'International Dublin Literary Award Nominee (2009)']",[['Ireland']]
"https://www.goodreads.com/book/show/1611988.A_Prisoner_of_Birth""",A Prisoner of Birth,Haruki Murakami,33793,2458.0,4.0,501.0,2008,0.0,"['Fiction', 'Thriller', 'Mystery']",['Prix Polar International (2009)'],
"https://www.goodreads.com/book/show/15102.Gentlemen_and_Players""",Gentlemen and Players,Jonathan Safran Foer,14899,1683.0,4.0,422.0,2006,1.0,"['Fiction', 'Mystery', 'Thriller']",['Edgar Award Nominee for Best Novel (2007)'],
"https://www.goodreads.com/book/show/32370.Dry""",Dry,Randy Pausch,90287,3520.0,,293.0,2004,0.0,"['Memoir', 'Nonfiction', 'Biography']",['Randy Shilts Award Nominee (2004)'],
"https://www.goodreads.com/book/show/14295.Pastoralia""",Pastoralia,Greg Mortenson,18892,1570.0,4.0,188.0,2001,0.0,"['Short Stories', 'Fiction', 'Humor']",[],
"https://www.goodreads.com/book/show/26889576-the-big-short""",The Big Short: Inside the Doomsday Machine,Kim Edwards,140350,7003.0,4.0,320.0,2015,1.0,"['Nonfiction', 'Business', 'Economics']","['Los Angeles Times Book Prize for Current Interest (2010)', 'Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2010)', 'Robert F. Kennedy Book Award (2011)', 'Goodreads Choice Award Nominee for Nonfiction (2010)']",
"https://www.goodreads.com/book/show/63837.The_Last_Report_on_the_Miracles_at_Little_No_Horse""",The Last Report on the Miracles at Little No Horse,Junot Díaz,10449,1214.0,4.0,368.0,2003,1.0,"['Fiction', 'Historical Fiction', 'Magical Realism']","['Minnesota Book Award for Novel & Short Story (2002)', 'National Book Award Finalist for Fiction (2001)', 'International Dublin Literary Award Nominee (2003)']",
"https://www.goodreads.com/book/show/4991.Anita_Diamant_s_The_Red_Tent""",Anita Diamant's The Red Tent: A Reader's Guide,Jhumpa Lahiri,453,56.0,4.0,88.0,2004,1.0,"['Fiction', 'About Ann Finding', 'followers']",[],
"https://www.goodreads.com/book/show/16181.The_Constant_Princess""","The Constant Princess (The Plantagenet and Tudor Novels, #6)",Marjane Satrapi,152862,4784.0,4.0,390.0,2006,1.0,"['Historical Fiction', 'Fiction', 'Historical']",['Orange Prize Nominee for Fiction Longlist (2006)'],"[['London, England', '(United Kingdom)'], ['Ludlow, Wales', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/93788.Night_Fall""","Night Fall (John Corey, #3)",Garth Stein,30289,1457.0,4.0,692.0,2005,1.0,"['Fiction', 'Thriller', 'Mystery']",[],
"https://www.goodreads.com/book/show/833710.The_Merchant_of_Death""","The Merchant of Death (Pendragon, #1)",Margaret Atwood,47544,1986.0,4.0,375.0,2002,1.0,"['Fantasy', 'Young Adult', 'Fiction']",[],
"https://www.goodreads.com/book/show/138398.The_Walking_Dead_Vol_1""","The Walking Dead, Vol. 1: Days Gone Bye",Jonathan Franzen,208515,4241.0,4.0,144.0,2013,1.0,"['Graphic Novels', 'Comics', 'Horror']",[],"[['Atlanta, Georgia', '(United States)'], ['Cynthiana, Kentucky', '(United States)'], [''], ['Other Editions (47)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/68497.The_Scar""","The Scar (New Crobuzon, #2)",Augusten Burroughs,28745,1767.0,4.0,578.0,2004,1.0,"['Fantasy', 'Fiction', 'Science Fiction']","['Hugo Award Nominee for Best Novel (2003)', 'Locus Award for Best Fantasy Novel (2003)', 'Arthur C. Clarke Award Nominee (2003)', 'World Fantasy Award Nominee for Best Novel (2003)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (Best Foreign Work) (2005)', 'British Science Fiction Association Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)', 'Philip K. Dick Award for Special Citation (2003)', 'British Fantasy Award for Best Novel (2003)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2004)']",[['Bas-Lag']]
"https://www.goodreads.com/book/show/57951.The_Watchman""","The Watchman (Elvis Cole, #11; Joe Pike, #1)",Cormac McCarthy,24136,1101.0,4.0,292.0,2007,1.0,"['Mystery', 'Thriller', 'Fiction']","['Barry Award for Best Thriller (2008)', 'Anthony Award Nominee for Best Novel (2008)', 'ITW Thriller Award Nominee for Best Novel (2008)']","[['Los Angeles, California', '(United States)']]"
"https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada""","The Devil Wears Prada (The Devil Wears Prada, #1)",Philip Pullman,802046,9389.0,4.0,432.0,2006,1.0,"['Chick Lit', 'Fiction', 'Contemporary']",[],"[['New York City, New York', '(United States)'], [''], ['Other Editions (156)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/1829709.The_Final_Warning""","The Final Warning (Maximum Ride, #4)",Margaret Atwood,66291,2661.0,4.0,256.0,2008,1.0,"['Young Adult', 'Fantasy', 'Science Fiction']",[],"[['Antarctica'], [''], ['Other Editions (52)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/398323.Out_Stealing_Horses""",Out Stealing Horses,Ken Follett,31914,4285.0,4.0,258.0,2007,0.0,"['Fiction', 'Historical Fiction', 'Scandinavian Literature']","['BTBA Best Translated Book Award Nominee for Fiction shortlist (2008)', 'Los Angeles Times Book Prize Nominee for Fiction (2007)', 'Independent Foreign Fiction Prize (2006)', 'Bokhandlerprisen (2003)', 'Prix Littéraire Européen - Madeleine Zepter (2006)', 'Norwegian Critics Prize for Literature (Den norske Kritikerprisen for litteratur) (2003)', 'International Dublin Literary Award (2007)']",[['Norway']]
"https://www.goodreads.com/book/show/6050678-leviathan""","Leviathan (Leviathan, #1)",Dave Eggers,89270,7081.0,4.0,440.0,2009,1.0,"['Steampunk', 'Young Adult', 'Fantasy']","['Locus Award for Best Young Adult Book (2010)', 'Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2011)', 'Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011)', 'Ditmar Award Nominee for Best Novel (2010)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2011)"", ""Queensland Premier's Literary Awards Nominee for Young Adult Book Award (2010)"", ""Pennsylvania Young Readers' Choice Award Nominee (2011)"", 'Rhode Island Teen Book Award Nominee (2011)', 'Aurealis Award for Young Adult Novel (2009)', 'The Inky Awards Nominee for Silver Inky (2010)', 'Lincoln Award Nominee (2013)', 'Andre Norton Award Nominee (2009)', 'Goodreads Choice Award for Science Fiction (2009)', 'Carnegie Medal Nominee (2011)', 'The Inky Awards Shortlist for Silver Inky (2010)', 'Prix Elbakin.net for Meilleur roman fantasy traduit Jeunesse (2011)', ""Rebecca Caudill Young Readers' Book Award Nominee (2012)""]","[['Austria', 'London, England', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/190372.The_Last_Samurai""",The Last Samurai,William Paul Young,6584,874.0,4.0,530.0,2002,0.0,"['Fiction', 'Contemporary', 'Novels']","['Orange Prize Nominee for Fiction (2001)', 'Los Angeles Times Book Prize Nominee for Art Seidenbaum Award for First Fiction (2001)', 'International Dublin Literary Award Nominee for Shortlist (2002)']","[['United Kingdom', 'London, England', '(United Kingdom)']]"
